DealNumber;DealStatus;AcquirerName;Symbol;RumorDate;WithdrawalDate;Index
644930;Withdrawn;FOXCONN TECHNOLOGY CO. LTD;2354.TW;2008-03-21;2009-05-27;^TWII
648419;Withdrawn;BANK of CHINA LTD;601988.SS;2008-09-18;2009-04-02;^SSEC
651680;Withdrawn;ANEKA TAMBANG (PERSERO) TBK PT;ANTM.JK;2008-06-16;2008-11-13;^JKSE
651940;Withdrawn;BUNGE LTD;BG;2008-06-23;2008-11-10;^NY
651991;Withdrawn;OLD MUTUAL PLC;OML.L;2008-08-21;2009-05-27;^FTSE
1000003420;Withdrawn;SINGAPORE AIRLINES LTD;C6L.SI;2007-09-02;2008-08-20;^STI
1601015375;Withdrawn;CAMBRIDGE TECHNOLOGY ENTERPRISES LTD;CTE.BO;2008-09-05;2009-01-20;^BSESN
1601017703;Withdrawn;BANK of CHINA LTD;601988.SS;2008-09-18;2009-04-02;^SSEC
1601021056;Withdrawn;BNP PARIBAS SA;BNP.PA;2008-10-06;2009-02-11;^FCHI
1601021074;Withdrawn;BNP PARIBAS SA;BNP.PA;2008-10-06;2009-02-11;^FCHI
1601029483;Withdrawn;GDF SUEZ SA;ENGI.PA;2008-10-30;2009-07-21;^BFX
1601035286;Withdrawn;AXEL SPRINGER AG;SPR.F;2008-11-27;2010-02-19;^MDAXI
1601043344;Withdrawn;BHARAT FORGE LTD;BHARATFORG.BO;2008-03-31;2009-01-15;^BSESN
1601047581;Withdrawn;BLACK FIRE ENERGY LTD;AB1.AX;2008-05-28;2008-10-28;^AXJO
1601061189;Withdrawn;AIR BERLIN PLC;AB1.De;2009-03-28;2009-09-07;^FTSE
1601076859;Withdrawn;AGRIUM INC.;AGU.TO;2009-05-11;2009-11-05;^NY
1601094888;Withdrawn;PHILIP MORRIS INTERNATIONAL INC.;PM;2009-07-10;2011-01-05;^NY
1601106676;Withdrawn;NEUROSOFT SA;NRST.MI;2009-08-21;2010-05-10;FTSEMIB.MI
1601110474;Withdrawn;SOLVAY SA;SOLB.BR;2009-09-08;2010-06-04;^BFX
1601124922;Withdrawn;RHB CAPITAL BHD;1066.KL;2009-10-19;2014-06-30;^KLSE
1601131859;Withdrawn;AGRIUM INC.;AGU.TO;2009-11-05;2010-03-22;^NY
1601141355;Withdrawn;SYRAH RESOURCES LTD;SYR.AX;2009-12-07;2010-05-11;^AXJO
1601151813;Withdrawn;CHEMRING GROUP PLC;CHG.L;2010-01-19;2010-06-24;^FTSE
1601187062;Withdrawn;PICK N PAY STORES LTD;PIK.F;2010-05-10;2011-01-20;^GSPC
1601204323;Withdrawn;ACTELION LTD;ATLN.VX;2010-07-20;2011-12-13;^SSMI
1601205568;Withdrawn;SANOFI-AVENTIS SA;SNW.F;2010-10-04;2011-02-16;^FCHI
1601226010;Withdrawn;CINEWORLD GROUP PLC;CINE.L;2011-04-07;2011-09-28;^FTSE
1601228953;Withdrawn;BANK of NOVA SCOTIA THE;BNS.TO;2011-09-09;2013-07-12;^NY
1601229020;Withdrawn;AMERICAN SUPERCONDUCTOR CORPORATION;AMSC;2011-03-14;2011-10-31;^IXIC
1601236876;Withdrawn;COMPANIA DE PETROLEOS DE CHILE COPEC SA;COPEC.SN;2011-02-04;2011-09-09;^IPSA
1601239100;Withdrawn;NEFTYANAYA KOMPANIYA ROSNEFT OAO;ROSN.ME;2011-01-14;2011-05-17;RTS.RS
1601240996;Withdrawn;BANKNORDIK P/F;BNORDIK-CSE.CO;2011-05-05;2012-03-21;^STOXX50E
1601245108;Withdrawn;LONDON STOCK EXCHANGE GROUP PLC;LSE.L;2011-02-09;2011-06-29;^FTSE
1601267857;Withdrawn;RESOURCE STAR LTD;SRT.AX;2011-05-04;2011-10-24;^AXJO
1601280088;Withdrawn;BAE SYSTEMS PLC;BA.L;2012-11-15;2013-07-01;^FTSE
1601299612;Withdrawn;AFRICAN POTASH LTD;AFPO.L;2012-02-03;2012-10-08;^FTSE
1601305125;Withdrawn;NOMURA HOLDINGS INC.;NMR;2011-09-30;2012-11-23;^N225
1601310275;Withdrawn;SUN PHARMACEUTICAL INDUSTRIES LTD;SUNPHARMA.BO;2012-08-12;2013-02-08;^BSESN
1601323410;Withdrawn;ALBEDO LTD;5IB.SI;2011-09-06;2012-02-15;^STI
1601338301;Withdrawn;EMERA INC.;EMA.TO;2011-04-30;2012-01-27;^GSPTSE
1601355830;Withdrawn;VELATEL GLOBAL COMMUNICATIONS INC.;VELA;2011-12-19;2012-08-16;^GSPC
1601358911;Withdrawn;K2 ENERGY LTD;KTE.AX;2012-12-05;2013-06-25;^AXJO
1601371205;Withdrawn;FANGDA SPECIAL STEEL TECHNOLOGY CO. LTD;600507.SS;2012-05-16;2013-07-18;^SSEC
1601371504;Withdrawn;AKER SOLUTIONS ASA;AKSO.OL;2012-05-21;2012-11-21;^STOXX50E
1601373990;Withdrawn;OLAM INTERNATIONAL LTD;O32.SI;2012-05-29;2012-12-21;^STI
1601374000;Withdrawn;OLAM INTERNATIONAL LTD;O32.SI;2012-05-29;2012-12-21;^STI
1601376068;Withdrawn;TAKARA RESOURCES INC.;TKK.V;2012-06-01;2012-10-18;^GSPTSE
1601377559;Withdrawn;GOLDMAN SACHS GROUP INC.;GS;2011-08-01;2012-06-11;^DJI
1601378036;Withdrawn;CHALICE GOLD MINES LTD;CHN.AX;2012-06-12;2012-10-30;^AXJO
1601387519;Withdrawn;COVE RESOURCES LTD;CVE.AX;2012-07-10;2013-11-18;^AXJO
1601402085;Withdrawn;WELLSTAR ENERGY CORPORATION;WSE.V;2012-10-24;2013-07-22;^GSPTSE
1601410536;Withdrawn;APOLLO TYRES LTD;APOLLOTYRE.BO;2013-06-12;2013-12-30;^BSESN
1601410614;Withdrawn;RSI INTERNATIONAL SYSTEMS INC.;RSY.V;2012-10-10;2013-03-08;^GSPTSE
1601418564;Withdrawn;DAKAR RESOURCE CORPORATION;JCO.V;2012-12-20;2013-12-17;^GSPTSE
1601419666;Withdrawn;SHERWIN-WILLIAMS COMPANY THE;SHW;2012-11-12;2014-04-03;^NY
1601423385;Withdrawn;LENZING AG;LNZ.VI;2012-05-29;2012-11-23;^ATX
1601433844;Withdrawn;NEFTYANAYA KOMPANIYA ROSNEFT OAO;ROSN.ME;2013-06-21;2015-04-28;RTS.RS
1601437599;Withdrawn;IPCO INTERNATIONAL LTD;I11.SI;2012-07-24;2013-01-14;^STI
1601445319;Withdrawn;CANCANA RESOURCES CORPORATION;CNY.V;2013-07-16;2013-12-20;^GSPTSE
1601454697;Withdrawn;MCW ENERGY GROUP LTD;MCW.V;2013-03-01;2014-05-14;^GSPTSE
1601463641;Withdrawn;SABLE METALS & MINERALS LTD;SBLM.L;2013-04-11;2014-05-14;^GSPC
1601472404;Withdrawn;KENNEDY-WILSON HOLDINGS INC.;KW;2013-08-07;2014-02-05;^NY
1601490734;Withdrawn;CENTRAL ASIA METALS PLC;CAML.L;2012-02-02;2013-06-27;^FTSE
1601490995;Withdrawn;BNP PARIBAS SA;BNP.PA;2013-12-05;2014-08-25;^FCHI
1603000429;Withdrawn;CHASEN HOLDINGS LTD;5NV.SI;2008-06-12;2010-02-04;^STI
1603003958;Withdrawn;MAYER HOLDINGS LTD;1116.HK;2008-10-06;2009-04-24;^HSI
1603007784;Withdrawn;TASEK CORPORATION BHD;4448.KL;2008-04-28;2008-11-25;^KLSE
1603022164;Withdrawn;LARSEN & TOUBRO LTD;LT.BO;2009-05-05;2009-11-20;^BSESN
1603025396;Withdrawn;RIO TINTO PLC;RIO.L;2009-12-06;2010-10-15;^FTSE
1603044485;Withdrawn;MAYER HOLDINGS LTD;1116.HK;2009-11-26;2010-12-31;^HSI
1603048943;Withdrawn;TACK HSIN HOLDINGS LTD;0611.HK;2010-01-21;2011-01-17;^HSI
1603050947;Withdrawn;TEXCHEM RESOURCES BHD;8702.KL;2010-02-08;2010-06-15;^KLSE
1603053816;Withdrawn;LANKOM ELECTRONICS LTD;L22.SI;2010-03-10;2012-01-01;^STI
1633007789;Withdrawn;UNITED ENVIROTECH LTD;U19.SI;2009-06-11;2010-01-27;^STI
1633008747;Withdrawn;VIVA CHINA HOLDINGS LTD;8032.HK;2010-08-31;2011-03-04;^HSI
1633008748;Withdrawn;VIVA CHINA HOLDINGS LTD;8032.HK;2010-08-31;2011-03-04;^HSI
1633010858;Withdrawn;KOREA ELECTRIC POWER CORPORATION;015760.KS;2010-09-29;2011-07-21;^KS11
1633030340;Withdrawn;HUAYU EXPRESSWAY GROUP LTD;1823.HK;2011-04-12;2012-04-30;^HSI
1633036181;Withdrawn;GLOBAL YELLOW PAGES LTD;AWS.SI;2011-06-13;2012-04-30;^STI
1633042587;Withdrawn;PNE MICRON HOLDINGS LTD;5BS.SI;2011-03-09;2011-08-12;^STI
1633051625;Withdrawn;K LASER TECHNOLOGY INC.;2461.TW;2011-04-22;2012-10-17;^TWII
1633054237;Withdrawn;MAGNITOGORSKII METALLURGICHESKII KOMBINAT OAO;MAGN.ME;2012-02-15;2012-07-03;RTS.RS
1633058264;Withdrawn;TAINET COMMUNICATION SYSTEM CORPORATION;4905.TWO;2011-03-28;2011-12-27;^TWII
1633061182;Withdrawn;UNITED FIBER SYSTEM LTD;AUE.SI;2012-07-02;2013-05-31;^STI
1633068187;Withdrawn;ADATA TECHNOLOGY CO. LTD;3260.TWO;2008-10-03;2012-03-15;^TWII
1633072168;Withdrawn;CIMB GROUP HOLDINGS BHD;1023.KL;2012-05-08;2013-06-21;^KLSE
1633074886;Withdrawn;YUNG ZIP CHEMICAL IND. CO. LTD;4102.TWO;2011-03-28;2012-03-20;^TWII
1633076395;Withdrawn;ISU PETASYS CO. LTD;007660.KS;2012-05-16;2012-10-30;^KS11
1633079591;Withdrawn;JUBILEE PLATINUM PLC;JLP.L;2013-06-21;2014-03-13;^FTSE
1633079882;Withdrawn;PSL HOLDINGS LTD;PSL.BO;2012-06-09;2013-02-08;^STI
1633079907;Withdrawn;DINGYI GROUP INVESTMENT LTD;0508.HK;2013-08-28;2014-03-19;^HSI
1633083775;Withdrawn;CONTEL CORPORATION LTD;AFC.SI;2010-12-16;2012-06-30;^STI
1633088277;Withdrawn;EMS ENERGY LTD;42O.SI;2012-06-29;2012-11-14;^GSPTSE
1633109581;Withdrawn;INTERCHINA HOLDINGS CO. LTD;0202.HK;2012-12-16;2013-11-26;^HSI
1633111177;Withdrawn;PROTASCO BHD;5070.KL;2012-12-28;2014-07-28;^KLSE
1633111634;Withdrawn;SICHUAN KELUN PHARMACEUTICAL CO. LTD;002422.SZ;2013-01-03;2013-10-31;^SSEC
1633115277;Withdrawn;KBB RESOURCES BHD;7182.KL;2013-01-29;2013-06-04;^KLSE
1633116467;Withdrawn;CEREBRA INTEGRATED TECHNOLOGIES LTD;CEREBRAINT.BO;2013-02-06;2013-07-23;^BSESN
1647002497;Withdrawn;AUSGROUP LTD;5GJ.SI;2013-05-07;2014-02-24;^STI
1907015552;Withdrawn;KEMIRA OYJ;KRA1V.HE;2013-11-01;2014-08-20;FFOX.EX
1907025895;Withdrawn;BERLI JUCKER PCL;BJC.BK;2014-08-07;2015-04-17;^GSPTSE
1907033070;Withdrawn;BLUMONT GROUP LTD;A33.SI;2014-04-24;2015-01-16;^STI
1907044098;Withdrawn;INIX TECHNOLOGIES HOLDINGS BHD;0094.KL;2014-05-15;2014-12-22;^KLSE
1907046795;Withdrawn;ASIA FASHION HOLDINGS LTD;BQI.SI;2014-01-06;2014-06-03;^STI
1907054971;Withdrawn;SINO CONSTRUCTION LTD;F3V.SI;2014-07-22;2015-04-07;^STI
1909004770;Withdrawn;PUBLICIS GROUPE SA;PUB.PA;2013-07-28;2014-05-09;^FCHI
1909007064;Withdrawn;INCAP OYJ;ICP1V.HE;2013-07-22;2014-01-02;^STOXX50E
1909016341;Withdrawn;ACMA LTD;AYV.SI;2013-09-03;2014-05-06;^STI
1909016860;Withdrawn;LOUISIANA PACIFIC CORPORATION;LPX;2013-09-04;2014-05-14;^NY
1909023632;Withdrawn;SAN LEON ENERGY PLC;SZX1.F;2013-09-25;2014-04-14;^FTSE
1909049619;Withdrawn;GAZPROM OAO;GAZP.ME;2012-11-14;2014-12-18;RTS.RS
1909054590;Withdrawn;NEFTYANAYA KOMPANIYA ROSNEFT OAO;ROSN.ME;2013-12-20;2014-12-22;RTS.RS
1909065841;Withdrawn;SEARCH MINERALS INC.;SMY.V;2014-01-27;2014-07-15;^GSPTSE
1909090792;Withdrawn;HOLCIM LTD;SMCB.JK;2014-04-07;2015-03-20;^FCHI
1909104263;Withdrawn;SPHERE 3D CORPORATION;ANY;2014-05-15;2014-10-14;^IXIC
1909161000;Withdrawn;203 WEB GROUP AB;203.ST;2014-10-27;2015-05-29;^OMX
1909177249;Withdrawn;CONTAGIOUS GAMING INC.;CNS.V;2014-12-08;2015-05-21;^GSPTSE
1909209944;Withdrawn;AGEAS SA/NV;AGS.BR;2013-10-10;2014-06-30;^BFX
1909004770;Withdrawn;PUBLICIS GROUPE SA;PUB.PA;2013-07-28;2014-05-09;^FCHI
1909007064;Withdrawn;INCAP OYJ;ICP1V.HE;2013-07-22;2014-01-02;^STOXX50E
1909016341;Withdrawn;ACMA LTD;AYV.SI;2013-09-03;2014-05-06;^STI
1909016860;Withdrawn;LOUISIANA PACIFIC CORPORATION;LPX;2013-09-04;2014-05-14;^NY
1909023632;Withdrawn;SAN LEON ENERGY PLC;SZX1.F;2013-09-25;2014-04-14;^FTSE
1909049619;Withdrawn;GAZPROM OAO;GAZP.ME;2012-11-14;2014-12-18;RTS.RS
1909054590;Withdrawn;NEFTYANAYA KOMPANIYA ROSNEFT OAO;ROSN.ME;2013-12-20;2014-12-22;RTS.RS
1909065841;Withdrawn;SEARCH MINERALS INC.;SMY.V;2014-01-27;2014-07-15;^GSPTSE
1909090792;Withdrawn;HOLCIM LTD;HLBN.DE;2014-04-07;2015-03-20;^FCHI
1909104263;Withdrawn;SPHERE 3D CORPORATION;ANY;2014-05-15;2014-10-14;^IXIC
1909161000;Withdrawn;203 WEB GROUP AB;203.ST;2014-10-27;2015-05-29;^OMX
1909177249;Withdrawn;CONTAGIOUS GAMING INC.;CNS.V;2014-12-08;2015-05-21;^GSPTSE
1909209944;Withdrawn;AGEAS SA/NV;AGS.BR;2013-10-10;2014-06-30;^BFX
580649;Rumour - Withdrawn;JCDECAUX SA;DEC.PA;2007-06-19;2008-10-14;^SBF250
594219;Rumour - Withdrawn;RICHTER GEDEON VEGYESZETI GYAR NYRT;RIG2.F;2007-11-15;2008-07-17;^BUX
599670;Rumour - Withdrawn;CATALIS NV;XAE2.F;2007-11-30;2008-04-02;^AEX
646162;Rumour - Withdrawn;RWE AG;RWE.DE;2008-03-29;2009-10-15;^GDAXI
647118;Rumour - Withdrawn;OMV AG;OMV.VI;2008-06-03;2009-11-18;^ATX
647722;Rumour - Withdrawn;APPLIED MATERIALS INC.;AMAT;2008-06-06;2008-11-14;^IXIC
654112;Rumour - Withdrawn;MARUBENI CORPORATION;MARA.F;2008-04-01;2009-10-27;^N225
1600001075;Rumour - Withdrawn;CITIC SECURITIES CO. LTD;600030.SS;2008-01-15;2010-12-08;^SSEC
1600004785;Rumour - Withdrawn;AEI CORPORATION LTD;AWG.SI;2008-03-26;2009-02-05;^STI
1601040238;Rumour - Withdrawn;BANCO BILBAO VIZCAYA ARGENTARIA SA;BBVA;2009-01-04;2012-04-30;^STOXX50E
1601044464;Rumour - Withdrawn;POLO RESOURCES LTD;POL.L;2009-01-19;2010-06-24;^FTSE
1601048085;Rumour - Withdrawn;NESTLE SA;NESN.VX;2008-12-30;2011-04-06;^FTSE
1601052963;Rumour - Withdrawn;ÄELEBI HAVA SERVISI AS;CLEBI.IS;2009-02-18;2010-02-24;XU100.IS
1601056302;Rumour - Withdrawn;NATRA SA;NAT.MC;2009-03-02;2009-09-09;^IBEX
1601062315;Rumour - Withdrawn;GAS NATURAL SDG SA;GAS.MC;2009-03-20;2009-12-09;^IBEX
1601071356;Rumour - Withdrawn;BARRY CALLEBAUT AG;BCLN.F;2009-04-22;2009-09-09;^FCHI
1601073045;Rumour - Withdrawn;APEX HEALTHCARE BHD;7090.KL;2007-04-30;2009-04-24;^KLSE
1601094955;Rumour - Withdrawn;LONDON STOCK EXCHANGE GROUP PLC;LSE.L;2009-07-12;2010-06-05;^FTSE
1601100859;Rumour - Withdrawn;BHARTI AIRTEL LTD;BHARTIARTL.BO;2009-05-25;2009-09-30;^BSESN
1601109713;Rumour - Withdrawn;RWE AG;RWE.DE;2009-09-03;2011-01-21;^GDAXI
1601112562;Rumour - Withdrawn;UNIBAIL-RODAMCO SE;UL.PA;2008-09-25;2009-03-27;^AEX
1601112697;Rumour - Withdrawn;LONZA GROUP AG;LO3.F;2008-12-08;2009-10-20;^FCHI
1601113243;Rumour - Withdrawn;NTPC LTD;NTPC.BO;2009-09-15;2010-02-24;^BSESN
1601119355;Rumour - Withdrawn;VIDEOCON INDUSTRIES LTD;VIDEOIND.NS;2009-10-02;2010-03-31;^BSESN
1601120585;Rumour - Withdrawn;THOMAS COOK GROUP PLC;TCG.L;2009-10-01;2010-05-17;^FTSE
1601124601;Rumour - Withdrawn;BUNGE LTD;BG;2009-05-16;2009-10-15;^NY
1601124757;Rumour - Withdrawn;RELIANCE INDUSTRIES LTD;RELIANCE.BO;2009-09-18;2010-03-03;^BSESN
1601124925;Rumour - Withdrawn;RHB CAPITAL BHD;1066.KL;2009-10-19;2013-01-31;^KLSE
1601134368;Rumour - Withdrawn;MISSION NEWENERGY LTD;MBT.AX;2009-11-12;2010-10-15;^AXJO
1601147769;Rumour - Withdrawn;PETROLEO BRASILEIRO SA;PBR;2010-01-05;2011-02-02;^BVSP
1601156803;Rumour - Withdrawn;VOLKSWAGEN AG;VOW.DE;2010-02-03;2010-08-23;^GDAXI
1601161719;Rumour - Withdrawn;GAMESA CORPORACION TECNOLOGICA SA;GAM.MC;2010-02-18;2010-07-30;^IBEX
1601187130;Rumour - Withdrawn;TELEKOM AUSTRIA AG;TKA.VI;2010-04-15;2011-05-05;^ATX
1601208246;Rumour - Withdrawn;ELECTRICITE DE FRANCE SA;EDF.PA;2010-08-04;2012-05-24;^SBF250
1601208248;Rumour - Withdrawn;ELECTRICITE DE FRANCE SA;EDF.PA;2010-08-04;2012-05-24;^SBF250
1601244082;Rumour - Withdrawn;JETBLUE AIRWAYS CORPORATION;JBLU;2011-02-03;2012-05-01;^DJI
1601246473;Rumour - Withdrawn;DIAGEO PLC;DGE.L;2011-02-11;2012-12-11;^FTSE
1601246769;Rumour - Withdrawn;CREDIT AGRICOLE SA;ACA.PA;2011-02-15;2011-08-30;^FCHI
1601248467;Rumour - Withdrawn;SIEMENS AG;SIE.DE;2011-02-20;2012-07-02;^GDAXI
1601258804;Rumour - Withdrawn;PRISM INFORMATICS LTD;PRISMINFO.BO;2011-03-30;2011-09-12;^BSESN
1601289038;Rumour - Withdrawn;DR REDDYS LABORATORIES LTD;DRREDDY.NS;2011-07-28;2013-06-03;^BSESN
1601307318;Rumour - Withdrawn;TELEFONAKTIEBOLAGET LM ERICSSON;ERIC-B.ST;2011-10-07;2012-06-18;^FTSE
1601308637;Rumour - Withdrawn;KT CORPORATION;030200.KS;2011-10-14;2012-06-05;^KS11
1601328673;Rumour - Withdrawn;ARTHUR J GALLAGHER & COMPANY;AJG;2011-12-09;2012-12-03;^NY
1601331181;Rumour - Withdrawn;EMPOWER TECHNOLOGIES CORPORATION;EPT.V;2012-01-05;2012-11-23;^GSPTSE
1601344506;Rumour - Withdrawn;ACCIONA SA;ANA.MC;2012-02-20;2012-11-06;^IBEX
1601348273;Rumour - Withdrawn;TURKCELL ILETISIM HIZMETLERI AS;TCELL.IS;2011-11-07;2012-05-03;XU100.IS
1601375026;Rumour - Withdrawn;GAZPROM NEFT OAO;GAZP.ME;2012-05-31;2012-11-22;RTS.RS
1601382671;Rumour - Withdrawn;LEGRAND SA;LR.PA;2011-06-10;2011-10-11;^FCHI
1601384989;Rumour - Withdrawn;BANKINTER SA;BKT.MC;2012-07-06;2014-07-14;^IBEX
1601386248;Rumour - Withdrawn;FRANCE TêLêCOM SA;ORA.PA;2012-07-11;2013-04-02;^FCHI
1601406960;Rumour - Withdrawn;SCHIBSTED ASA;SCHA.OL;2012-09-28;2013-10-15;^STOXX50E
1601416322;Rumour - Withdrawn;POTASH CORPORATION of SASKATCHEWAN INC.;POT.TO;2012-10-31;2013-04-25;^NY
1601419183;Rumour - Withdrawn;CLEAR LEISURE PLC;CLP.L;2012-11-09;2013-03-12;^FTSE
1601424159;Rumour - Withdrawn;GLAXOSMITHKLINE PLC;GSK.L;2012-11-26;2013-07-22;^FTSE
1601426903;Rumour - Withdrawn;BANK HAPOALIM BM;POLI.TA;2012-12-02;2013-12-11;TA-100
1601427466;Rumour - Withdrawn;JINDAL STEEL & POWER LTD;JINDALSTEL.BO;2012-12-06;2013-12-19;^BSESN
1601434999;Rumour - Withdrawn;SOFINA SA;SOF.BR;2013-01-08;2013-09-30;^STOXX50E
1601450364;Rumour - Withdrawn;ASTRAZENECA PLC;AZN.L;2013-02-27;2013-10-24;^FTSE
1601460416;Rumour - Withdrawn;MOBILNYE TELESISTEMY OAO;MTSS.ME;2012-05-15;2013-04-04;RTS.RS
1601461049;Rumour - Withdrawn;LEGAL & GENERAL GROUP PLC;LGEN.L;2013-02-26;2014-01-20;^FTSE
1601469518;Rumour - Withdrawn;PACIFIC POTASH CORPORATION;AFPO.L;2013-04-26;2013-10-25;^GSPTSE
1601481317;Rumour - Withdrawn;KT CORPORATION;030200.KS;2013-06-04;2014-07-31;^KS11
1601485807;Rumour - Withdrawn;FRESH DEL MONTE PRODUCE INC.;FDP;2013-06-13;2014-02-18;^NY
1601496092;Rumour - Withdrawn;PHOENIX GROUP HOLDINGS PLC;PHNX.L;2013-07-11;2013-11-13;^FTSE
1603008680;Rumour - Withdrawn;SIM SIANG CHOON LTD;594.SI;2008-07-24;2009-03-31;^STI
1603013355;Rumour - Withdrawn;CHINA PROPERTIES INVESTMENT HOLDINGS LTD;0736.HK;2008-07-29;2009-09-25;^HSI
1603019909;Rumour - Withdrawn;SINGAPORE EXCHANGE LTD;S68.SI;2009-04-15;2011-04-08;^STI
1603022066;Rumour - Withdrawn;NUBRANDS GROUP HOLDINGS LTD;0835.HK;2009-05-04;2010-02-26;^HSI
1603024272;Rumour - Withdrawn;MTN GROUP LTD;LL6.SG;2009-05-25;2009-09-30;^GSPC
1603025906;Rumour - Withdrawn;TAMADAM BONDED WAREHOUSE BHD;9474.KL;2009-06-10;2009-12-28;^KLSE
1603033415;Rumour - Withdrawn;LION DIVERSIFIED HOLDINGS BHD;2887.KL;2009-08-28;2010-03-10;^KLSE
1603033595;Rumour - Withdrawn;C Y FOUNDATION GROUP LTD;1182.HK;2009-09-01;2010-05-19;^HSI
1603035997;Rumour - Withdrawn;JINDAL STEEL & POWER LTD;JINDALSTEL.BO;2009-09-19;2010-02-03;^BSESN
1633025840;Rumour - Withdrawn;GUOJIN RESOURCES HOLDINGS LTD;0630.HK;2010-10-05;2011-03-11;^HSI
1633025965;Rumour - Withdrawn;GEFUNG HOLDINGS BHD;7086.KL;2011-03-11;2012-03-09;^KLSE
1633043678;Rumour - Withdrawn;SK NETWORKS CO. LTD;001740.KS;2011-08-23;2012-04-23;^KS11
1633057632;Rumour - Withdrawn;KOBE STEEL LTD;KST.F;2011-12-21;2012-12-25;^N225
1633067315;Rumour - Withdrawn;MITSUBISHI CORPORATION;MBI.F;2012-03-09;2013-01-17;^N225
1633070344;Rumour - Withdrawn;DBS GROUP HOLDINGS LTD;D05.SI;2012-04-02;2013-08-01;^STI
1633078072;Rumour - Withdrawn;TAIWAN SEMICONDUCTOR MANUFACTURING CO. LTD;2330.TW;2012-05-27;2014-01-29;^TWII
1633115311;Rumour - Withdrawn;SIG GASES BHD;5181.KL;2013-01-29;2013-07-04;^KLSE
1633115314;Rumour - Withdrawn;SIG GASES BHD;5181.KL;2013-01-29;2013-07-04;^KLSE
1633123251;Rumour - Withdrawn;ELECTROLUX AB;ELUX-B.ST;2013-04-09;2014-07-02;^OMX
1907002998;Rumour - Withdrawn;KINGWORLD MEDICINES GROUP LTD;1110.HK;2013-07-22;2014-01-24;^HSI
1907017994;Rumour - Withdrawn;HYUNDAI MOTOR CO. LTD;005380.KS;2013-11-19;2014-06-27;^KS11
1907032574;Rumour - Withdrawn;HON HAI PRECISION INDUSTRY CO. LTD;2317.TW;2014-02-01;2014-06-10;^TWII
1907033181;Rumour - Withdrawn;GOODLAND GROUP LTD;5PC.SI;2014-02-28;2014-09-08;^STI
1907040249;Rumour - Withdrawn;TRITECH GROUP LTD;5G9.SI;2014-04-15;2014-08-22;^STI
1907047261;Rumour - Withdrawn;DAELIM INDUSTRIAL CO. LTD;000210.KS;2013-08-16;2014-06-18;^KS11
1907047805;Rumour - Withdrawn;SONA PETROLEUM BHD;5241.KL;2014-06-05;2015-01-14;^KLSE
1907050133;Rumour - Withdrawn;LVMH MOET HENNESSY LOUIS VUITTON SA;MC.PA;2014-05-20;2014-09-29;^FCHI
1907050210;Rumour - Withdrawn;TELENOR ASA;TEL.OL;2012-10-23;2014-02-18;^FTSE
1907053526;Rumour - Withdrawn;BOUYGUES SA;EN.PA;2014-06-12;2014-12-12;^FCHI
1907069597;Rumour - Withdrawn;BAOSHAN IRON & STEEL CO. LTD;600019.SS;2014-06-09;2014-11-28;^SSEC
1909009290;Rumour - Withdrawn;ALMONTY INDUSTRIES INC.;AII.V;2013-08-09;2014-01-31;^GSPTSE
1909011082;Rumour - Withdrawn;CANADIAN SOLAR INC.;CSIQ;2013-08-15;2015-02-02;^IXIC
1909015941;Rumour - Withdrawn;AT&T INC.;T;2013-03-25;2014-01-27;^NY
1909025351;Rumour - Withdrawn;BROOKFIELD PROPERTY PARTNERS LP;BPY;2013-09-30;2014-04-24;^STOXX50E
1909036910;Rumour - Withdrawn;ZURICH INSURANCE GROUP AG;ZFIN.DE;2013-04-26;2013-12-16;^FTSE
1909038944;Rumour - Withdrawn;TONOGOLD RESOURCES INC.;TNGL;2013-10-18;2014-05-08;^GSPC
1909038978;Rumour - Withdrawn;TONOGOLD RESOURCES INC.;TNGL;2013-10-18;2014-05-08;^GSPC
1909039975;Rumour - Withdrawn;MARRIOTT INTERNATIONAL INC.;MAR;2013-11-08;2014-12-26;^IXIC
1909051538;Rumour - Withdrawn;VULCAN MATERIALS COMPANY;VMC;2013-12-12;2014-07-02;^NY
1909059942;Rumour - Withdrawn;SIEMENS AG;SIE.DE;2014-01-13;2014-10-01;^GDAXI
1909089839;Rumour - Withdrawn;KINGFISHER PLC;KGF.L;2014-04-03;2015-03-30;^FTSE
1909089844;Rumour - Withdrawn;KINGFISHER PLC;KGF.L;2014-04-03;2015-03-30;^FTSE
1909125391;Rumour - Withdrawn;PFIZER INC.;PFE;2014-07-16;2015-06-08;^DJI
1909134869;Rumour - Withdrawn;ACTELION LTD;ATLN.VX;2014-01-14;2014-09-29;^SSMI
1909139530;Rumour - Withdrawn;ORACLE CORPORATION;ORCL;2014-08-27;2015-03-25;^NY
1909153143;Rumour - Withdrawn;TELEFONICA SA;TFA.AS;2014-10-06;2015-06-02;^STOXX50E
1909158001;Rumour - Withdrawn;AFFILIATED MANAGERS GROUP INC.;AMG;2014-10-13;2015-05-15;^NY
1909161181;Rumour - Withdrawn;FINNLINES OYJ;FLG1S.HE;2014-10-29;2015-06-01;^STOXX50E
1909166635;Rumour - Withdrawn;SEMAPA - SOCIEDADE DE INVESTIMENTO E GESTAO SGPS SA;SEM.LS;2014-10-06;2015-06-02;^STOXX50E
1909173080;Rumour - Withdrawn;PHILIPPINE METALS INC.;PHI.V;2014-11-27;2015-04-22;^GSPTSE
